"State","Date","Shortage","Supply","Demand","Param1","Param2","Param3"
"Hawaii",2020-04-15,-34.5,125.5,91,1000,1000,1000
"Georgia",2020-04-15,-200,1147,947,1000,1000,1000
"Florida",2020-04-15,-879,2460,1581,1000,1000,1000
"Delaware",2020-04-15,-93.5,108.5,15,1000,1000,1000
"Connecticut",2020-04-15,888,343,1231,1000,1000,1000
"Colorado",2020-04-15,-430.5,522.5,92,1000,1000,1000
"California",2020-04-15,-2806,3494,688,1000,1000,1000
"Arkansas",2020-04-15,-263.5,327.5,64,1000,1000,1000
"Arizona",2020-04-15,-620.5,745.5,125,1000,1000,1000
"Alaska",2020-04-15,67.5,53.5,121,1000,1000,1000
"Alabama",2020-04-15,-165,472,307,1000,1000,1000
"Wyoming",2020-04-16,-44,60,16,1000,1000,1000
"Wisconsin",2020-04-16,-191.5,442.5,251,1000,1000,1000
"West Virginia",2020-04-16,-159,266,107,1000,1000,1000
"Washington",2020-04-16,-344.5,473.5,129,1000,1000,1000
"Virginia",2020-04-16,-303.5,711.5,408,1000,1000,1000
"Vermont",2020-04-16,-38,45,7,1000,1000,1000
"Utah",2020-04-16,-248.5,291.5,43,1000,1000,1000
"Texas",2020-04-16,-2575.5,3124.5,549,1000,1000,1000
"Tennessee",2020-04-16,-605,816,211,1000,1000,1000
"South Dakota",2020-04-16,-53,81,28,1000,1000,1000
"South Carolina",2020-04-16,-431,528,97,1000,1000,1000
"Rhode Island",2020-04-16,45.5,98.5,144,1000,1000,1000
"Pennsylvania",2020-04-16,-1246.5,1518.5,272,1000,1000,1000
"Oregon",2020-04-16,-241,277,36,1000,1000,1000
"Oklahoma",2020-04-16,-188.5,390.5,202,1000,1000,1000
"Ohio",2020-04-16,-1199.5,1382.5,183,1000,1000,1000
"North Dakota",2020-04-16,54,102,156,1000,1000,1000
"North Carolina",2020-04-16,-760,980,220,1000,1000,1000
"New York",2020-04-16,1574,2262,3836,1000,1000,1000
"New Mexico",2020-04-16,-6.5,186.5,180,1000,1000,1000
"New Jersey",2020-04-16,3495,751,4246,1000,1000,1000
"New Hampshire",2020-04-16,-94,107,13,1000,1000,1000
"Nevada",2020-04-16,-40.5,429.5,389,1000,1000,1000
"Nebraska",2020-04-16,-151,247,96,1000,1000,1000
"Montana",2020-04-16,-78.5,85.5,7,1000,1000,1000
"Missouri",2020-04-16,-649.5,736.5,87,1000,1000,1000
"Mississippi",2020-04-16,-317.5,385.5,68,1000,1000,1000
"Minnesota",2020-04-16,-276,431,155,1000,1000,1000
"Michigan",2020-04-16,43,933,976,1000,1000,1000
"Massachusetts",2020-04-16,1690,741,2431,1000,1000,1000
"Maryland",2020-04-16,468,499,967,1000,1000,1000
"Maine",2020-04-16,-61.5,108.5,47,1000,1000,1000
"Louisiana",2020-04-16,-493.5,568.5,75,1000,1000,1000
"Kentucky",2020-04-16,-162.5,488.5,326,1000,1000,1000
"Kansas",2020-04-16,-189.5,262.5,73,1000,1000,1000
"Iowa",2020-04-16,-197.5,280.5,83,1000,1000,1000
"Indiana",2020-04-16,-35,764,729,1000,1000,1000
"Illinois",2020-04-16,434,1141,1575,1000,1000,1000
"Idaho",2020-04-16,-77.5,103.5,26,1000,1000,1000
"Hawaii",2020-04-16,-41.5,125.5,84,1000,1000,1000
"Georgia",2020-04-16,-144,1147,1003,1000,1000,1000
"Florida",2020-04-16,-756,2460,1704,1000,1000,1000
"Delaware",2020-04-16,-94.5,108.5,14,1000,1000,1000
"Connecticut",2020-04-16,976,343,1319,1000,1000,1000
"Colorado",2020-04-16,-435.5,522.5,87,1000,1000,1000
"California",2020-04-16,-2808,3494,686,1000,1000,1000
"Arkansas",2020-04-16,-258.5,327.5,69,1000,1000,1000
"Arizona",2020-04-16,-615.5,745.5,130,1000,1000,1000
"Alaska",2020-04-16,75.5,53.5,129,1000,1000,1000
"Alabama",2020-04-16,-152,472,320,1000,1000,1000
"Wyoming",2020-04-17,-41,60,19,1000,1000,1000
"Wisconsin",2020-04-17,-185.5,442.5,257,1000,1000,1000
"West Virginia",2020-04-17,-155,266,111,1000,1000,1000
"Washington",2020-04-17,-350.5,473.5,123,1000,1000,1000
"Virginia",2020-04-17,-279.5,711.5,432,1000,1000,1000
"Vermont",2020-04-17,-39,45,6,1000,1000,1000
"Utah",2020-04-17,-246.5,291.5,45,1000,1000,1000
"Texas",2020-04-17,-2550.5,3124.5,574,1000,1000,1000
"Tennessee",2020-04-17,-605,816,211,1000,1000,1000
"South Dakota",2020-04-17,-50,81,31,1000,1000,1000
"South Carolina",2020-04-17,-427,528,101,1000,1000,1000
"Rhode Island",2020-04-17,57.5,98.5,156,1000,1000,1000
"Pennsylvania",2020-04-17,-1251.5,1518.5,267,1000,1000,1000
"Oregon",2020-04-17,-240,277,37,1000,1000,1000
"Oklahoma",2020-04-17,-180.5,390.5,210,1000,1000,1000
"Ohio",2020-04-17,-1211.5,1382.5,171,1000,1000,1000
"North Dakota",2020-04-17,58,102,160,1000,1000,1000
"North Carolina",2020-04-17,-765,980,215,1000,1000,1000
"New York",2020-04-17,1156,2262,3418,1000,1000,1000
"New Mexico",2020-04-17,4.5,186.5,191,1000,1000,1000
"New Jersey",2020-04-17,3386,751,4137,1000,1000,1000
"New Hampshire",2020-04-17,-94,107,13,1000,1000,1000
"Nevada",2020-04-17,-29.5,429.5,400,1000,1000,1000
"Nebraska",2020-04-17,-143,247,104,1000,1000,1000
"Montana",2020-04-17,-78.5,85.5,7,1000,1000,1000
"Missouri",2020-04-17,-645.5,736.5,91,1000,1000,1000
"Mississippi",2020-04-17,-316.5,385.5,69,1000,1000,1000
"Minnesota",2020-04-17,-270,431,161,1000,1000,1000
"Michigan",2020-04-17,-57,933,876,1000,1000,1000
"Massachusetts",2020-04-17,1770,741,2511,1000,1000,1000
"Maryland",2020-04-17,517,499,1016,1000,1000,1000
"Maine",2020-04-17,-61.5,108.5,47,1000,1000,1000
"Louisiana",2020-04-17,-507.5,568.5,61,1000,1000,1000
"Kentucky",2020-04-17,-138.5,488.5,350,1000,1000,1000
"Kansas",2020-04-17,-186.5,262.5,76,1000,1000,1000
"Iowa",2020-04-17,-191.5,280.5,89,1000,1000,1000
"Indiana",2020-04-17,-29,764,735,1000,1000,1000
"Illinois",2020-04-17,463,1141,1604,1000,1000,1000
"Idaho",2020-04-17,-78.5,103.5,25,1000,1000,1000
"Hawaii",2020-04-17,-49.5,125.5,76,1000,1000,1000
"Georgia",2020-04-17,-99,1147,1048,1000,1000,1000
"Florida",2020-04-17,-636,2460,1824,1000,1000,1000
"Delaware",2020-04-17,-96.5,108.5,12,1000,1000,1000
"Connecticut",2020-04-17,1039,343,1382,1000,1000,1000
"Colorado",2020-04-17,-441.5,522.5,81,1000,1000,1000
"California",2020-04-17,-2807,3494,687,1000,1000,1000
"Arkansas",2020-04-17,-255.5,327.5,72,1000,1000,1000
"Arizona",2020-04-17,-611.5,745.5,134,1000,1000,1000
"Alaska",2020-04-17,77.5,53.5,131,1000,1000,1000
"Alabama",2020-04-17,-139,472,333,1000,1000,1000
"Wyoming",2020-04-18,-38,60,22,1000,1000,1000
"Wisconsin",2020-04-18,-183.5,442.5,259,1000,1000,1000
"West Virginia",2020-04-18,-156,266,110,1000,1000,1000
"Washington",2020-04-18,-357.5,473.5,116,1000,1000,1000
"Virginia",2020-04-18,-260.5,711.5,451,1000,1000,1000
"Vermont",2020-04-18,-39,45,6,1000,1000,1000
"Utah",2020-04-18,-243.5,291.5,48,1000,1000,1000
"Texas",2020-04-18,-2531.5,3124.5,593,1000,1000,1000
"Tennessee",2020-04-18,-605,816,211,1000,1000,1000
"South Dakota",2020-04-18,-46,81,35,1000,1000,1000
"South Carolina",2020-04-18,-423,528,105,1000,1000,1000
"Rhode Island",2020-04-18,71.5,98.5,170,1000,1000,1000
"Pennsylvania",2020-04-18,-1257.5,1518.5,261,1000,1000,1000
"Oregon",2020-04-18,-239,277,38,1000,1000,1000
"Oklahoma",2020-04-18,-172.5,390.5,218,1000,1000,1000
"Ohio",2020-04-18,-1227.5,1382.5,155,1000,1000,1000
"North Dakota",2020-04-18,59,102,161,1000,1000,1000
"North Carolina",2020-04-18,-772,980,208,1000,1000,1000
"New York",2020-04-18,763,2262,3025,1000,1000,1000
"New Mexico",2020-04-18,10.5,186.5,197,1000,1000,1000
"New Jersey",2020-04-18,3284,751,4035,1000,1000,1000
"New Hampshire",2020-04-18,-94,107,13,1000,1000,1000
"Nevada",2020-04-18,-18.5,429.5,411,1000,1000,1000
"Nebraska",2020-04-18,-134,247,113,1000,1000,1000
"Montana",2020-04-18,-78.5,85.5,7,1000,1000,1000
"Missouri",2020-04-18,-642.5,736.5,94,1000,1000,1000
"Mississippi",2020-04-18,-316.5,385.5,69,1000,1000,1000
"Minnesota",2020-04-18,-264,431,167,1000,1000,1000
"Michigan",2020-04-18,-160,933,773,1000,1000,1000
"Massachusetts",2020-04-18,1828,741,2569,1000,1000,1000
"Maryland",2020-04-18,541,499,1040,1000,1000,1000
"Maine",2020-04-18,-61.5,108.5,47,1000,1000,1000
"Louisiana",2020-04-18,-518.5,568.5,50,1000,1000,1000
"Kentucky",2020-04-18,-115.5,488.5,373,1000,1000,1000
"Kansas",2020-04-18,-183.5,262.5,79,1000,1000,1000
"Iowa",2020-04-18,-187.5,280.5,93,1000,1000,1000
"Indiana",2020-04-18,-31,764,733,1000,1000,1000
"Illinois",2020-04-18,469,1141,1610,1000,1000,1000
"Idaho",2020-04-18,-79.5,103.5,24,1000,1000,1000
"Hawaii",2020-04-18,-56.5,125.5,69,1000,1000,1000
"Georgia",2020-04-18,-58,1147,1089,1000,1000,1000
"Florida",2020-04-18,-561,2460,1899,1000,1000,1000
"Delaware",2020-04-18,-97.5,108.5,11,1000,1000,1000
"Connecticut",2020-04-18,1105,343,1448,1000,1000,1000
"Colorado",2020-04-18,-448.5,522.5,74,1000,1000,1000
"California",2020-04-18,-2818,3494,676,1000,1000,1000
"Arkansas",2020-04-18,-253.5,327.5,74,1000,1000,1000
"Arizona",2020-04-18,-606.5,745.5,139,1000,1000,1000
"Alaska",2020-04-18,77.5,53.5,131,1000,1000,1000
"Alabama",2020-04-18,-132,472,340,1000,1000,1000
"Wyoming",2020-04-19,-35,60,25,1000,1000,1000
"Wisconsin",2020-04-19,-183.5,442.5,259,1000,1000,1000
"West Virginia",2020-04-19,-160,266,106,1000,1000,1000
"Washington",2020-04-19,-364.5,473.5,109,1000,1000,1000
"Virginia",2020-04-19,-244.5,711.5,467,1000,1000,1000
"Vermont",2020-04-19,-39,45,6,1000,1000,1000
"Utah",2020-04-19,-241.5,291.5,50,1000,1000,1000
"Texas",2020-04-19,-2519.5,3124.5,605,1000,1000,1000
"Tennessee",2020-04-19,-608,816,208,1000,1000,1000
"South Dakota",2020-04-19,-42,81,39,1000,1000,1000
"South Carolina",2020-04-19,-419,528,109,1000,1000,1000
"Rhode Island",2020-04-19,85.5,98.5,184,1000,1000,1000
"Pennsylvania",2020-04-19,-1264.5,1518.5,254,1000,1000,1000
"Oregon",2020-04-19,-238,277,39,1000,1000,1000
"Oklahoma",2020-04-19,-164.5,390.5,226,1000,1000,1000
"Ohio",2020-04-19,-1241.5,1382.5,141,1000,1000,1000
"North Dakota",2020-04-19,57,102,159,1000,1000,1000
"North Carolina",2020-04-19,-783,980,197,1000,1000,1000
"New York",2020-04-19,365,2262,2627,1000,1000,1000
"New Mexico",2020-04-19,15.5,186.5,202,1000,1000,1000
"New Jersey",2020-04-19,3100,751,3851,1000,1000,1000
"New Hampshire",2020-04-19,-94,107,13,1000,1000,1000
"Nevada",2020-04-19,-16.5,429.5,413,1000,1000,1000
"Nebraska",2020-04-19,-128,247,119,1000,1000,1000
"Montana",2020-04-19,-78.5,85.5,7,1000,1000,1000
"Missouri",2020-04-19,-641.5,736.5,95,1000,1000,1000
"Mississippi",2020-04-19,-316.5,385.5,69,1000,1000,1000
"Minnesota",2020-04-19,-258,431,173,1000,1000,1000
"Michigan",2020-04-19,-265,933,668,1000,1000,1000
"Massachusetts",2020-04-19,1825,741,2566,1000,1000,1000
"Maryland",2020-04-19,565,499,1064,1000,1000,1000
"Maine",2020-04-19,-63.5,108.5,45,1000,1000,1000
"Louisiana",2020-04-19,-528.5,568.5,40,1000,1000,1000
"Kentucky",2020-04-19,-94.5,488.5,394,1000,1000,1000
"Kansas",2020-04-19,-182.5,262.5,80,1000,1000,1000
"Iowa",2020-04-19,-182.5,280.5,98,1000,1000,1000
"Indiana",2020-04-19,-33,764,731,1000,1000,1000
"Illinois",2020-04-19,430,1141,1571,1000,1000,1000
"Idaho",2020-04-19,-80.5,103.5,23,1000,1000,1000
"Hawaii",2020-04-19,-63.5,125.5,62,1000,1000,1000
"Georgia",2020-04-19,-32,1147,1115,1000,1000,1000
"Florida",2020-04-19,-481,2460,1979,1000,1000,1000
"Delaware",2020-04-19,-98.5,108.5,10,1000,1000,1000
"Connecticut",2020-04-19,1153,343,1496,1000,1000,1000
"Colorado",2020-04-19,-454.5,522.5,68,1000,1000,1000
"California",2020-04-19,-2828,3494,666,1000,1000,1000
"Arkansas",2020-04-19,-251.5,327.5,76,1000,1000,1000
"Arizona",2020-04-19,-603.5,745.5,142,1000,1000,1000
"Alaska",2020-04-19,74.5,53.5,128,1000,1000,1000
"Alabama",2020-04-19,-129,472,343,1000,1000,1000
"Wyoming",2020-04-20,-33,60,27,1000,1000,1000
"Wisconsin",2020-04-20,-185.5,442.5,257,1000,1000,1000
"West Virginia",2020-04-20,-166,266,100,1000,1000,1000
"Washington",2020-04-20,-371.5,473.5,102,1000,1000,1000
"Virginia",2020-04-20,-235.5,711.5,476,1000,1000,1000
"Vermont",2020-04-20,-40,45,5,1000,1000,1000
"Utah",2020-04-20,-239.5,291.5,52,1000,1000,1000
"Texas",2020-04-20,-2511.5,3124.5,613,1000,1000,1000
"Tennessee",2020-04-20,-612,816,204,1000,1000,1000
"South Dakota",2020-04-20,-38,81,43,1000,1000,1000
"South Carolina",2020-04-20,-416,528,112,1000,1000,1000
"Rhode Island",2020-04-20,100.5,98.5,199,1000,1000,1000
"Pennsylvania",2020-04-20,-1273.5,1518.5,245,1000,1000,1000
"Oregon",2020-04-20,-238,277,39,1000,1000,1000
"Oklahoma",2020-04-20,-159.5,390.5,231,1000,1000,1000
"Ohio",2020-04-20,-1256.5,1382.5,126,1000,1000,1000
"North Dakota",2020-04-20,55,102,157,1000,1000,1000
"North Carolina",2020-04-20,-797,980,183,1000,1000,1000
"New York",2020-04-20,-7,2262,2255,1000,1000,1000
"New Mexico",2020-04-20,19.5,186.5,206,1000,1000,1000
"New Jersey",2020-04-20,2881,751,3632,1000,1000,1000
"New Hampshire",2020-04-20,-94,107,13,1000,1000,1000
"Nevada",2020-04-20,-24.5,429.5,405,1000,1000,1000
"Nebraska",2020-04-20,-121,247,126,1000,1000,1000
"Montana",2020-04-20,-78.5,85.5,7,1000,1000,1000
"Missouri",2020-04-20,-640.5,736.5,96,1000,1000,1000
"Mississippi",2020-04-20,-317.5,385.5,68,1000,1000,1000
"Minnesota",2020-04-20,-253,431,178,1000,1000,1000
"Michigan",2020-04-20,-360,933,573,1000,1000,1000
"Massachusetts",2020-04-20,1852,741,2593,1000,1000,1000
"Maryland",2020-04-20,563,499,1062,1000,1000,1000
"Maine",2020-04-20,-65.5,108.5,43,1000,1000,1000
"Louisiana",2020-04-20,-536.5,568.5,32,1000,1000,1000
"Kentucky",2020-04-20,-74.5,488.5,414,1000,1000,1000
"Kansas",2020-04-20,-182.5,262.5,80,1000,1000,1000
"Iowa",2020-04-20,-178.5,280.5,102,1000,1000,1000
"Indiana",2020-04-20,-46,764,718,1000,1000,1000
"Illinois",2020-04-20,363,1141,1504,1000,1000,1000
"Idaho",2020-04-20,-82.5,103.5,21,1000,1000,1000
"Hawaii",2020-04-20,-71.5,125.5,54,1000,1000,1000
"Georgia",2020-04-20,-14,1147,1133,1000,1000,1000
"Florida",2020-04-20,-412,2460,2048,1000,1000,1000
"Delaware",2020-04-20,-100.5,108.5,8,1000,1000,1000
"Connecticut",2020-04-20,1205,343,1548,1000,1000,1000
"Colorado",2020-04-20,-460.5,522.5,62,1000,1000,1000
"California",2020-04-20,-2842,3494,652,1000,1000,1000
"Arkansas",2020-04-20,-248.5,327.5,79,1000,1000,1000
"Arizona",2020-04-20,-601.5,745.5,144,1000,1000,1000
"Alaska",2020-04-20,66.5,53.5,120,1000,1000,1000
"Alabama",2020-04-20,-122,472,350,1000,1000,1000
"Wyoming",2020-04-21,-30,60,30,1000,1000,1000
"Wisconsin",2020-04-21,-193.5,442.5,249,1000,1000,1000
"West Virginia",2020-04-21,-174,266,92,1000,1000,1000
"Washington",2020-04-21,-379.5,473.5,94,1000,1000,1000
"Virginia",2020-04-21,-236.5,711.5,475,1000,1000,1000
"Vermont",2020-04-21,-40,45,5,1000,1000,1000
"Utah",2020-04-21,-238.5,291.5,53,1000,1000,1000
"Texas",2020-04-21,-2507.5,3124.5,617,1000,1000,1000
"Tennessee",2020-04-21,-616,816,200,1000,1000,1000
"South Dakota",2020-04-21,-34,81,47,1000,1000,1000
"South Carolina",2020-04-21,-414,528,114,1000,1000,1000
"Rhode Island",2020-04-21,111.5,98.5,210,1000,1000,1000
"Pennsylvania",2020-04-21,-1284.5,1518.5,234,1000,1000,1000
"Oregon",2020-04-21,-237,277,40,1000,1000,1000
"Oklahoma",2020-04-21,-154.5,390.5,236,1000,1000,1000
"Ohio",2020-04-21,-1271.5,1382.5,111,1000,1000,1000
"North Dakota",2020-04-21,48,102,150,1000,1000,1000
"North Carolina",2020-04-21,-813,980,167,1000,1000,1000
"New York",2020-04-21,-336,2262,1926,1000,1000,1000
"New Mexico",2020-04-21,23.5,186.5,210,1000,1000,1000
"New Jersey",2020-04-21,2591,751,3342,1000,1000,1000
"New Hampshire",2020-04-21,-95,107,12,1000,1000,1000
"Nevada",2020-04-21,-36.5,429.5,393,1000,1000,1000
"Nebraska",2020-04-21,-115,247,132,1000,1000,1000
"Montana",2020-04-21,-79.5,85.5,6,1000,1000,1000
"Missouri",2020-04-21,-640.5,736.5,96,1000,1000,1000
"Mississippi",2020-04-21,-317.5,385.5,68,1000,1000,1000
"Minnesota",2020-04-21,-247,431,184,1000,1000,1000
"Michigan",2020-04-21,-448,933,485,1000,1000,1000
"Massachusetts",2020-04-21,1844,741,2585,1000,1000,1000
"Maryland",2020-04-21,545,499,1044,1000,1000,1000
"Maine",2020-04-21,-67.5,108.5,41,1000,1000,1000
"Louisiana",2020-04-21,-543.5,568.5,25,1000,1000,1000
"Kentucky",2020-04-21,-60.5,488.5,428,1000,1000,1000
"Kansas",2020-04-21,-182.5,262.5,80,1000,1000,1000
"Iowa",2020-04-21,-171.5,280.5,109,1000,1000,1000
"Indiana",2020-04-21,-68,764,696,1000,1000,1000
"Illinois",2020-04-21,266,1141,1407,1000,1000,1000
"Idaho",2020-04-21,-83.5,103.5,20,1000,1000,1000
"Hawaii",2020-04-21,-78.5,125.5,47,1000,1000,1000
"Georgia",2020-04-21,-18,1147,1129,1000,1000,1000
"Florida",2020-04-21,-365,2460,2095,1000,1000,1000
"Delaware",2020-04-21,-101.5,108.5,7,1000,1000,1000
"Connecticut",2020-04-21,1230,343,1573,1000,1000,1000
"Colorado",2020-04-21,-466.5,522.5,56,1000,1000,1000
"California",2020-04-21,-2864,3494,630,1000,1000,1000
"Arkansas",2020-04-21,-246.5,327.5,81,1000,1000,1000
"Arizona",2020-04-21,-598.5,745.5,147,1000,1000,1000
"Alaska",2020-04-21,57.5,53.5,111,1000,1000,1000
"Alabama",2020-04-21,-126,472,346,1000,1000,1000
"Wyoming",2020-04-22,-27,60,33,1000,1000,1000
"Wisconsin",2020-04-22,-206.5,442.5,236,1000,1000,1000
"West Virginia",2020-04-22,-182,266,84,1000,1000,1000
"Washington",2020-04-22,-387.5,473.5,86,1000,1000,1000
"Virginia",2020-04-22,-241.5,711.5,470,1000,1000,1000
"Vermont",2020-04-22,-41,45,4,1000,1000,1000
"Utah",2020-04-22,-237.5,291.5,54,1000,1000,1000
"Texas",2020-04-22,-2507.5,3124.5,617,1000,1000,1000
"Tennessee",2020-04-22,-624,816,192,1000,1000,1000
"South Dakota",2020-04-22,-29,81,52,1000,1000,1000
"South Carolina",2020-04-22,-412,528,116,1000,1000,1000
"Rhode Island",2020-04-22,125.5,98.5,224,1000,1000,1000
"Pennsylvania",2020-04-22,-1296.5,1518.5,222,1000,1000,1000
"Oregon",2020-04-22,-237,277,40,1000,1000,1000
"Oklahoma",2020-04-22,-150.5,390.5,240,1000,1000,1000
"Ohio",2020-04-22,-1285.5,1382.5,97,1000,1000,1000
"North Dakota",2020-04-22,42,102,144,1000,1000,1000
"North Carolina",2020-04-22,-828,980,152,1000,1000,1000
"New York",2020-04-22,-636,2262,1626,1000,1000,1000
"New Mexico",2020-04-22,23.5,186.5,210,1000,1000,1000
"New Jersey",2020-04-22,2290,751,3041,1000,1000,1000
"New Hampshire",2020-04-22,-96,107,11,1000,1000,1000
"Nevada",2020-04-22,-54.5,429.5,375,1000,1000,1000
"Nebraska",2020-04-22,-110,247,137,1000,1000,1000
"Montana",2020-04-22,-79.5,85.5,6,1000,1000,1000
"Missouri",2020-04-22,-640.5,736.5,96,1000,1000,1000
"Mississippi",2020-04-22,-318.5,385.5,67,1000,1000,1000
"Minnesota",2020-04-22,-244,431,187,1000,1000,1000
"Michigan",2020-04-22,-530,933,403,1000,1000,1000
"Massachusetts",2020-04-22,1789,741,2530,1000,1000,1000
"Maryland",2020-04-22,510,499,1009,1000,1000,1000
"Maine",2020-04-22,-70.5,108.5,38,1000,1000,1000
"Louisiana",2020-04-22,-549.5,568.5,19,1000,1000,1000
"Kentucky",2020-04-22,-55.5,488.5,433,1000,1000,1000
"Kansas",2020-04-22,-183.5,262.5,79,1000,1000,1000
"Iowa",2020-04-22,-168.5,280.5,112,1000,1000,1000
"Indiana",2020-04-22,-109,764,655,1000,1000,1000
"Illinois",2020-04-22,147,1141,1288,1000,1000,1000
"Idaho",2020-04-22,-84.5,103.5,19,1000,1000,1000
"Hawaii",2020-04-22,-85.5,125.5,40,1000,1000,1000
"Georgia",2020-04-22,-35,1147,1112,1000,1000,1000
"Florida",2020-04-22,-352,2460,2108,1000,1000,1000
"Delaware",2020-04-22,-102.5,108.5,6,1000,1000,1000
"Connecticut",2020-04-22,1242,343,1585,1000,1000,1000
"Colorado",2020-04-22,-473.5,522.5,49,1000,1000,1000
"California",2020-04-22,-2884,3494,610,1000,1000,1000
"Arkansas",2020-04-22,-243.5,327.5,84,1000,1000,1000
"Arizona",2020-04-22,-596.5,745.5,149,1000,1000,1000
"Alaska",2020-04-22,44.5,53.5,98,1000,1000,1000
"Alabama",2020-04-22,-132,472,340,1000,1000,1000
"Wyoming",2020-04-23,-24,60,36,1000,1000,1000
"Wisconsin",2020-04-23,-224.5,442.5,218,1000,1000,1000
"West Virginia",2020-04-23,-191,266,75,1000,1000,1000
"Washington",2020-04-23,-395.5,473.5,78,1000,1000,1000
"Virginia",2020-04-23,-256.5,711.5,455,1000,1000,1000
"Vermont",2020-04-23,-41,45,4,1000,1000,1000
"Utah",2020-04-23,-236.5,291.5,55,1000,1000,1000
"Texas",2020-04-23,-2512.5,3124.5,612,1000,1000,1000
"Tennessee",2020-04-23,-634,816,182,1000,1000,1000
"South Dakota",2020-04-23,-26,81,55,1000,1000,1000
"South Carolina",2020-04-23,-411,528,117,1000,1000,1000
"Rhode Island",2020-04-23,143.5,98.5,242,1000,1000,1000
"Pennsylvania",2020-04-23,-1308.5,1518.5,210,1000,1000,1000
"Oregon",2020-04-23,-237,277,40,1000,1000,1000
"Oklahoma",2020-04-23,-150.5,390.5,240,1000,1000,1000
"Ohio",2020-04-23,-1298.5,1382.5,84,1000,1000,1000
"North Dakota",2020-04-23,35,102,137,1000,1000,1000
"North Carolina",2020-04-23,-844,980,136,1000,1000,1000
"New York",2020-04-23,-921,2262,1341,1000,1000,1000
"New Mexico",2020-04-23,17.5,186.5,204,1000,1000,1000
"New Jersey",2020-04-23,1952,751,2703,1000,1000,1000
"New Hampshire",2020-04-23,-97,107,10,1000,1000,1000
"Nevada",2020-04-23,-83.5,429.5,346,1000,1000,1000
"Nebraska",2020-04-23,-106,247,141,1000,1000,1000
"Montana",2020-04-23,-80.5,85.5,5,1000,1000,1000
"Missouri",2020-04-23,-642.5,736.5,94,1000,1000,1000
"Mississippi",2020-04-23,-319.5,385.5,66,1000,1000,1000
"Minnesota",2020-04-23,-239,431,192,1000,1000,1000
"Michigan",2020-04-23,-604,933,329,1000,1000,1000
"Massachusetts",2020-04-23,1708,741,2449,1000,1000,1000
"Maryland",2020-04-23,454,499,953,1000,1000,1000
"Maine",2020-04-23,-73.5,108.5,35,1000,1000,1000
"Louisiana",2020-04-23,-554.5,568.5,14,1000,1000,1000
"Kentucky",2020-04-23,-54.5,488.5,434,1000,1000,1000
"Kansas",2020-04-23,-185.5,262.5,77,1000,1000,1000
"Iowa",2020-04-23,-163.5,280.5,117,1000,1000,1000
"Indiana",2020-04-23,-163,764,601,1000,1000,1000
"Illinois",2020-04-23,2,1141,1143,1000,1000,1000
"Idaho",2020-04-23,-86.5,103.5,17,1000,1000,1000
"Hawaii",2020-04-23,-92.5,125.5,33,1000,1000,1000
"Georgia",2020-04-23,-63,1147,1084,1000,1000,1000
"Florida",2020-04-23,-362,2460,2098,1000,1000,1000
"Delaware",2020-04-23,-103.5,108.5,5,1000,1000,1000
"Connecticut",2020-04-23,1241,343,1584,1000,1000,1000
"Colorado",2020-04-23,-478.5,522.5,44,1000,1000,1000
"California",2020-04-23,-2908,3494,586,1000,1000,1000
"Arkansas",2020-04-23,-241.5,327.5,86,1000,1000,1000
"Arizona",2020-04-23,-595.5,745.5,150,1000,1000,1000
"Alaska",2020-04-23,32.5,53.5,86,1000,1000,1000
"Alabama",2020-04-23,-143,472,329,1000,1000,1000
"Wyoming",2020-04-24,-22,60,38,1000,1000,1000
"Wisconsin",2020-04-24,-246.5,442.5,196,1000,1000,1000
"West Virginia",2020-04-24,-200,266,66,1000,1000,1000
"Washington",2020-04-24,-404.5,473.5,69,1000,1000,1000
"Virginia",2020-04-24,-278.5,711.5,433,1000,1000,1000
"Vermont",2020-04-24,-42,45,3,1000,1000,1000
"Utah",2020-04-24,-235.5,291.5,56,1000,1000,1000
"Texas",2020-04-24,-2525.5,3124.5,599,1000,1000,1000
"Tennessee",2020-04-24,-644,816,172,1000,1000,1000
"South Dakota",2020-04-24,-22,81,59,1000,1000,1000
"South Carolina",2020-04-24,-409,528,119,1000,1000,1000
"Rhode Island",2020-04-24,159.5,98.5,258,1000,1000,1000
"Pennsylvania",2020-04-24,-1323.5,1518.5,195,1000,1000,1000
"Oregon",2020-04-24,-237,277,40,1000,1000,1000
"Oklahoma",2020-04-24,-148.5,390.5,242,1000,1000,1000
"Ohio",2020-04-24,-1311.5,1382.5,71,1000,1000,1000
"North Dakota",2020-04-24,32,102,134,1000,1000,1000
"North Carolina",2020-04-24,-859,980,121,1000,1000,1000
"New York",2020-04-24,-1152,2262,1110,1000,1000,1000
"New Mexico",2020-04-24,13.5,186.5,200,1000,1000,1000
"New Jersey",2020-04-24,1616,751,2367,1000,1000,1000
"New Hampshire",2020-04-24,-98,107,9,1000,1000,1000
"Nevada",2020-04-24,-120.5,429.5,309,1000,1000,1000
"Nebraska",2020-04-24,-104,247,143,1000,1000,1000
"Montana",2020-04-24,-80.5,85.5,5,1000,1000,1000
"Missouri",2020-04-24,-644.5,736.5,92,1000,1000,1000
"Mississippi",2020-04-24,-321.5,385.5,64,1000,1000,1000
"Minnesota",2020-04-24,-238,431,193,1000,1000,1000
"Michigan",2020-04-24,-668,933,265,1000,1000,1000
